child,timestamp,measureName,measureVal,activity
2,319,novelty:,88.5888442993,cw
2,319,look:,left,cw
2,319,proximity:,118,cw
2,320,proximity:,109,cw
2,320,look:,left,cw
2,320,proximity:,116,cw
2,320,proximity:,122,cw
2,320,proximity:,105,cw
2,320,novelty:,6.9724583626,cw
2,321,look:,left,cw
2,321,proximity:,90,cw
2,322,proximity:,82,cw
2,322,look:,left,cw
2,322,movement:,2592,cw
2,322,movement:,-15264,cw
2,322,proximity:,74,cw
2,322,movement:,29680,cw
2,323,proximity:,67,cw
2,323,movement:,20032,cw
2,323,movement:,-6240,cw
2,323,look:,robot,cw
2,323,proximity:,60,cw
2,323,movement:,28896,cw
2,323,movement:,1248,cw
2,324,movement:,3824,cw
2,324,look:,robot,cw
2,324,movement:,176,cw
2,326,movement:,8864,cw
2,326,proximity:,68,cw
2,326,movement:,18032,cw
2,326,movement:,-27120,cw
2,326,proximity:,78,cw
2,326,movement:,-32688,cw
2,327,proximity:,70,cw
2,327,movement:,3808,cw
2,327,movement:,21616,cw
2,327,movement:,-2800,cw
2,327,proximity:,81,cw
2,327,look:,robot,cw
2,328,movement:,-3136,cw
2,328,look:,robot,cw
2,328,movement:,6112,cw
2,328,proximity:,72,cw
2,329,look:,robot,cw
2,329,proximity:,66,cw
2,330,proximity:,72,cw
2,330,look:,robot,cw
2,330,proximity:,81,cw
2,331,proximity:,89,cw
2,331,novelty:,13.0867052078,cw
2,331,look:,robot,cw
2,332,look:,left,cw
2,332,look:,robot,cw
2,333,look:,robot,cw
2,333,proximity:,82,cw
2,335,proximity:,88,cw
2,336,proximity:,81,cw
2,336,child,smiles,cw
2,336,proximity:,88,cw
2,337,movement:,-3808,cw
2,337,proximity:,96,cw
2,337,look:,left,cw
2,337,proximity:,106,cw
2,337,proximity:,90,cw
2,337,proximity:,98,cw
2,338,proximity:,91,cw
2,338,proximity:,49,cw
2,338,proximity:,93,cw
2,338,look:,left,cw
2,338,proximity:,102,cw
2,338,movement:,-1600,cw
2,339,movement:,-1168,cw
2,339,proximity:,85,cw
2,340,proximity:,93,cw
2,341,look:,left,cw
2,341,proximity:,102,cw
2,341,proximity:,109,cw
2,346,proximity:,103,cw
2,346,novelty:,61.1976890564,cw
2,346,proximity:,97,cw
2,347,movement:,2336,cw
2,347,movement:,11920,cw
2,347,proximity:,91,cw
2,347,movement:,-21504,cw
2,347,movement:,-17840,cw
2,347,look:,robot,cw
2,347,proximity:,85,cw
2,347,novelty:,4.9319987297,cw
2,347,movement:,27136,cw
2,348,proximity:,78,cw
2,348,movement:,5424,cw
2,348,movement:,-2752,cw
2,348,look:,left,cw
2,348,proximity:,84,cw
2,348,movement:,-3728,cw
2,349,proximity:,92,cw
2,349,look:,robot,cw
2,349,proximity:,105,cw
2,349,look:,left,cw
2,350,proximity:,93,cw
2,350,look:,robot,cw
2,350,look:,left,cw
2,351,proximity:,74,cw
2,351,look:,robot,cw
2,352,movement:,-2688,cw
2,352,proximity:,67,cw
2,352,movement:,-1280,cw
2,352,proximity:,60,cw
2,352,movement:,1168,cw
2,352,movement:,-2960,cw
2,353,movement:,-2160,cw
2,353,proximity:,91,cw
2,353,movement:,2432,cw
2,353,movement:,-3600,cw
2,354,proximity:,97,cw
2,354,proximity:,83,cw
2,355,proximity:,77,cw
2,355,look:,left,cw
2,355,proximity:,84,cw
2,355,movement:,-3536,cw
2,356,proximity:,99,cw
2,356,movement:,-3072,cw
2,356,movement:,-3184,cw
2,356,movement:,-1856,cw
2,356,movement:,-832,cw
2,356,movement:,-1456,cw
2,356,proximity:,115,cw
2,357,movement:,-3232,cw
2,357,proximity:,97,cw
2,357,look:,robot,cw
2,357,proximity:,89,cw
2,358,movement:,-1696,cw
2,358,proximity:,77,cw
2,358,proximity:,69,cw
2,358,look:,robot,cw
2,358,proximity:,63,cw
2,360,proximity:,69,cw
2,360,proximity:,83,cw
2,360,look:,left,cw
2,360,proximity:,90,cw
2,360,proximity:,104,cw
2,361,look:,left,cw
2,362,proximity:,110,cw
2,362,proximity:,103,cw
2,362,look:,left,cw
2,363,proximity:,113,cw
2,363,movement:,-1184,cw
2,364,movement:,-2496,cw
2,364,look:,left,cw
2,365,proximity:,105,cw
2,365,movement:,-2960,cw
2,365,proximity:,116,cw
2,365,movement:,13392,cw
2,366,movement:,8416,cw
2,366,movement:,-160,cw
2,366,movement:,-2768,cw
2,367,proximity:,97,cw
2,368,look:,left,cw
2,368,proximity:,80,cw
2,368,proximity:,94,cw
2,369,look:,left,cw
2,370,proximity:,100,cw
2,370,look:,left,cw
2,370,proximity:,116,cw
2,371,proximity:,101,cw
2,371,look:,left,cw
2,371,proximity:,120,cw
2,371,proximity:,104,cw
2,372,look:,left,cw
2,372,proximity:,116,cw
2,372,proximity:,109,cw
2,373,proximity:,100,cw
2,373,proximity:,93,cw
2,373,proximity:,85,cw
2,374,proximity:,77,cw
2,374,look:,right,cw
2,374,novelty:,26.8323097229,cw
2,374,proximity:,115,cw
2,374,look:,left,cw
2,374,proximity:,100,cw
2,379,movement:,464,cw
2,379,movement:,6528,cw
2,380,movement:,20240,cw
2,380,movement:,25552,cw
2,380,movement:,16816,cw
2,380,movement:,17600,cw
2,380,novelty:,47.265171051,cw
2,380,movement:,12416,cw
2,380,proximity:,88,cw
2,380,movement:,2080,cw
2,381,movement:,-240,cw
2,381,movement:,-30016,cw
2,381,look:,left,cw
2,381,movement:,13632,cw
2,381,novelty:,4.5553455353,cw
2,381,proximity:,98,cw
2,382,proximity:,92,cw
2,382,movement:,-1568,cw
2,382,proximity:,84,cw
2,382,movement:,6976,cw
2,382,movement:,-3776,cw
2,383,proximity:,75,cw
2,383,movement:,-3600,cw
2,383,proximity:,82,cw
2,383,movement:,2000,cw
2,384,proximity:,100,cw
2,384,movement:,-1136,cw
2,384,movement:,-368,cw
2,384,look:,left,cw
2,384,movement:,-3568,cw
2,384,proximity:,91,cw
2,385,movement:,-3296,cw
2,386,proximity:,99,cw
2,386,movement:,-2768,cw
2,386,look:,robot,cw
2,386,proximity:,87,cw
2,386,movement:,12160,cw
2,386,proximity:,79,cw
2,386,movement:,6496,cw
2,386,proximity:,85,cw
2,386,movement:,2560,cw
2,387,proximity:,92,cw
2,387,look:,left,cw
2,388,proximity:,82,cw
2,389,look:,robot,cw
2,389,proximity:,76,cw
2,390,look:,robot,cw
2,391,look:,robot,cw
2,391,movement:,-3040,cw
2,391,movement:,-3072,cw
2,391,movement:,0,cw
2,391,movement:,14112,cw
2,391,proximity:,66,cw
2,392,movement:,-960,cw
2,392,movement:,-2880,cw
2,392,look:,robot,cw
2,392,movement:,-1408,cw
2,393,movement:,-1328,cw
2,393,look:,robot,cw
2,393,proximity:,73,cw
2,394,look:,robot,cw
2,395,movement:,8240,cw
2,395,movement:,6208,cw
2,395,movement:,-160,cw
2,395,proximity:,80,cw
2,396,proximity:,74,cw
2,397,proximity:,92,cw
2,397,novelty:,18.455947876,cw
2,397,movement:,14928,cw
2,397,movement:,12752,cw
2,399,proximity:,107,cw
2,399,proximity:,98,cw
2,400,proximity:,91,cw
2,400,proximity:,97,cw
2,401,proximity:,91,cw
2,402,novelty:,10.6326274872,cw
2,402,proximity:,100,cw
2,402,look:,left,cw
2,402,proximity:,106,cw
2,403,movement:,-1472,cw
2,403,proximity:,94,cw
2,403,proximity:,103,cw
2,403,proximity:,118,cw
2,403,proximity:,106,cw
2,403,proximity:,87,cw
2,404,proximity:,100,cw
2,404,proximity:,93,cw
2,405,proximity:,38,cw
2,405,novelty:,9.7316799164,cw
2,405,proximity:,44,cw
2,406,proximity:,50,cw
2,406,proximity:,62,cw
2,406,look:,left,cw
2,406,proximity:,78,cw
2,406,proximity:,84,cw
2,406,proximity:,77,cw
2,407,proximity:,68,cw
2,408,proximity:,74,cw
2,408,proximity:,64,cw
2,409,proximity:,56,cw
2,409,proximity:,63,cw
2,411,proximity:,74,cw
2,411,novelty:,7.4713683128,cw
2,411,look:,left,cw
2,411,proximity:,83,cw
2,412,proximity:,94,cw
2,412,proximity:,87,cw
2,412,look:,left,cw
2,412,proximity:,73,cw
2,413,proximity:,81,cw
2,421,proximity:,124,cw
2,422,novelty:,66.5182418823,cw
2,433,novelty:,69.7134246826,cw
2,434,proximity:,105,cw
2,434,novelty:,10.7794818878,cw
2,434,look:,left,cw
2,438,novelty:,31.0985622406,cw
2,438,proximity:,111,cw
2,438,proximity:,103,cw
2,439,proximity:,96,cw
2,439,proximity:,102,cw
2,439,look:,left,cw
2,441,novelty:,8.8642616272,cw
2,442,proximity:,108,cw
2,442,look:,left,cw
2,442,proximity:,102,cw
2,442,proximity:,124,cw
2,445,proximity:,113,cw
2,445,novelty:,12.1710062027,cw
2,445,proximity:,104,cw
2,446,proximity:,110,cw
2,446,proximity:,120,cw
2,446,novelty:,3.1013362408,cw
2,446,proximity:,108,cw
2,446,look:,left,cw
2,447,proximity:,86,cw
2,447,proximity:,92,cw
2,447,proximity:,98,cw
2,447,look:,left,cw
2,448,proximity:,87,cw
2,448,proximity:,78,cw
2,448,proximity:,72,cw
2,449,movement:,-2592,cw
2,449,movement:,-26816,cw
2,449,proximity:,80,cw
2,449,movement:,-1936,cw
2,449,movement:,16288,cw
2,450,movement:,-3792,cw
2,450,movement:,6192,cw
2,450,proximity:,73,cw
2,450,proximity:,67,cw
2,452,movement:,6080,cw
2,452,proximity:,77,cw
2,452,movement:,-2288,cw
2,452,movement:,6752,cw
2,452,proximity:,84,cw
2,452,movement:,12928,cw
2,453,movement:,14192,cw
2,453,movement:,18976,cw
2,453,movement:,2384,cw
2,453,proximity:,67,cw
2,453,movement:,-18528,cw
2,453,movement:,-28528,cw
2,453,movement:,-2784,cw
2,453,movement:,13216,cw
2,453,movement:,20800,cw
2,454,proximity:,88,cw
2,454,movement:,6768,cw
2,454,movement:,-912,cw
2,454,movement:,1632,cw
2,454,movement:,-3680,cw
2,454,look:,left,cw
2,454,proximity:,77,cw
2,454,movement:,9744,cw
2,454,proximity:,93,cw
2,454,novelty:,15.9048109055,cw
2,454,movement:,6864,cw
2,455,movement:,-1808,cw
2,455,look:,robot,cw
2,455,proximity:,84,cw
2,455,movement:,3776,cw
2,456,look:,robot,cw
2,456,proximity:,107,cw
2,456,proximity:,100,cw
2,457,movement:,2512,cw
2,457,movement:,21376,cw
2,457,look:,left,cw
2,457,movement:,3920,cw
2,457,proximity:,107,cw
2,458,proximity:,98,cw
2,458,look:,left,cw
2,458,proximity:,111,cw
2,458,movement:,496,cw
2,458,movement:,8816,cw
2,458,proximity:,119,cw
2,459,proximity:,104,cw
2,459,look:,left,cw
2,460,proximity:,110,cw
2,460,look:,left,cw
2,460,proximity:,116,cw
2,461,look:,left,cw
2,461,proximity:,103,cw
2,462,look:,left,cw
2,463,look:,left,cw
2,463,movement:,-720,cw
2,463,proximity:,111,cw
2,463,proximity:,98,cw
2,464,proximity:,104,cw
2,464,proximity:,112,cw
2,464,look:,left,cw
2,464,proximity:,102,cw
2,465,look:,left,cw
2,466,proximity:,95,cw
2,466,proximity:,77,cw
2,466,proximity:,71,cw
2,467,movement:,1200,cw
2,467,proximity:,77,cw
2,467,movement:,-22416,cw
2,467,proximity:,102,cw
2,467,movement:,-18912,cw
2,467,movement:,9936,cw
2,467,movement:,5264,cw
2,467,movement:,-2976,cw
2,468,movement:,-3664,cw
2,468,movement:,-1776,cw
2,468,movement:,-2528,cw
2,468,movement:,-752,cw
2,468,movement:,96,cw
2,468,look:,left,cw
2,468,proximity:,93,cw
2,469,movement:,16320,cw
2,469,proximity:,86,cw
2,469,movement:,-1888,cw
2,469,movement:,1616,cw
2,469,movement:,9040,cw
2,469,proximity:,72,cw
2,469,movement:,-896,cw
2,470,look:,left,cw
2,470,proximity:,61,cw
2,471,proximity:,67,cw
2,471,look:,left,cw
2,472,look:,left,cw
2,472,proximity:,73,cw
2,473,look:,left,cw
2,473,proximity:,79,cw
2,473,proximity:,85,cw
2,473,proximity:,78,cw
2,473,proximity:,85,cw
2,474,look:,left,cw
2,474,proximity:,96,cw
2,475,look:,left,cw
2,475,proximity:,85,cw
2,475,proximity:,94,cw
2,475,proximity:,108,cw
2,475,proximity:,131,cw
2,475,proximity:,108,cw
2,475,look:,left,cw
2,476,proximity:,100,cw
2,476,proximity:,94,cw
2,476,look:,left,cw
2,477,proximity:,104,cw
2,477,proximity:,94,cw
2,477,look:,left,cw
2,477,proximity:,103,cw
2,478,proximity:,111,cw
2,478,proximity:,99,cw
2,478,proximity:,116,cw
2,479,look:,left,cw
2,479,proximity:,91,cw
2,479,proximity:,84,cw
2,479,proximity:,100,cw
2,480,look:,left,cw
2,481,look:,left,cw
2,481,proximity:,121,cw
2,481,proximity:,107,cw
2,481,proximity:,100,cw
2,482,look:,left,cw
2,482,proximity:,89,cw
2,483,proximity:,95,cw
2,483,proximity:,101,cw
2,484,look:,left,cw
2,484,proximity:,109,cw
2,484,proximity:,120,cw
2,484,proximity:,129,cw
2,484,proximity:,119,cw
2,485,proximity:,134,cw
2,485,look:,left,cw
2,486,look:,left,cw
2,486,proximity:,119,cw
2,486,proximity:,126,cw
2,487,look:,left,cw
2,488,look:,left,cw
2,488,proximity:,112,cw
2,489,proximity:,120,cw
2,489,look:,left,cw
2,489,proximity:,110,cw
2,489,proximity:,128,cw
2,490,proximity:,136,cw
2,490,look:,left,cw
2,490,proximity:,143,cw
2,491,proximity:,135,cw
2,491,look:,left,cw
2,491,proximity:,129,cw
2,492,look:,left,cw
2,492,proximity:,119,cw
2,492,proximity:,125,cw
2,493,look:,left,cw
2,494,look:,left,cw
2,494,proximity:,131,cw
2,494,proximity:,125,cw
2,495,proximity:,131,cw
2,495,proximity:,121,cw
2,495,look:,left,cw
2,495,proximity:,109,cw
2,495,proximity:,127,cw
2,496,proximity:,140,cw
2,496,proximity:,133,cw
2,496,look:,left,cw
2,496,proximity:,113,cw
2,496,proximity:,130,cw
2,497,proximity:,107,cw
2,497,proximity:,123,cw
2,497,look:,left,cw
2,497,proximity:,105,cw
2,498,proximity:,111,cw
2,498,look:,left,cw
2,498,proximity:,102,cw
2,499,proximity:,109,cw
2,499,proximity:,123,cw
2,499,look:,left,cw
2,500,proximity:,117,cw
2,500,proximity:,126,cw
2,500,look:,left,cw
2,500,proximity:,114,cw
2,501,proximity:,107,cw
2,501,proximity:,100,cw
2,502,proximity:,111,cw
2,502,look:,left,cw
2,502,proximity:,121,cw
2,502,proximity:,145,cw
2,503,proximity:,130,cw
2,503,look:,left,cw
2,504,look:,left,cw
2,504,proximity:,123,cw
2,505,proximity:,116,cw
2,505,look:,left,cw
2,505,proximity:,131,cw
2,505,proximity:,112,cw
2,506,proximity:,122,cw
2,506,look:,left,cw
2,507,proximity:,116,cw
2,507,proximity:,127,cw
2,507,look:,left,cw
2,507,proximity:,110,cw
2,507,proximity:,99,cw
2,507,proximity:,93,cw
2,507,novelty:,36.7663612366,cw
2,508,proximity:,101,cw
2,508,proximity:,107,cw
2,509,proximity:,121,cw
2,509,look:,left,cw
2,509,proximity:,137,cw
2,513,proximity:,98,cw
2,513,novelty:,12.856926918,cw
2,513,proximity:,135,cw
2,513,novelty:,1.3585634232,cw
2,513,look:,left,cw
2,513,proximity:,129,cw
2,513,proximity:,120,cw
2,514,proximity:,108,cw
2,514,proximity:,114,cw
2,514,look:,left,cw
2,514,proximity:,92,cw
2,514,proximity:,79,cw
2,515,proximity:,91,cw
2,515,look:,left,cw
2,516,proximity:,97,cw
2,516,proximity:,107,cw
2,516,look:,left,cw
2,517,look:,left,cw
2,518,proximity:,113,cw
2,518,look:,left,cw
2,519,look:,left,cw
2,519,proximity:,105,cw
2,519,proximity:,111,cw
2,520,proximity:,101,cw
2,520,proximity:,94,cw
2,520,look:,left,cw
2,520,proximity:,102,cw
2,521,look:,left,cw
2,521,proximity:,111,cw
2,522,proximity:,103,cw
2,522,proximity:,93,cw
2,522,look:,robot,cw
2,522,proximity:,86,cw
2,522,novelty:,15.5750408173,cw
2,522,proximity:,96,cw
2,523,look:,left,cw
2,523,proximity:,115,cw
2,527,novelty:,31.7775821686,cw
2,527,proximity:,108,cw
2,528,proximity:,102,cw
2,528,proximity:,111,cw
2,532,look:,left,cw
2,532,proximity:,86,cw
2,532,novelty:,25.630153656,cw
2,532,novelty:,2.0771226883,cw
2,532,proximity:,95,cw
2,532,proximity:,88,cw
2,533,proximity:,82,cw
2,533,look:,left,cw
2,533,proximity:,88,cw
2,533,proximity:,96,cw
2,533,proximity:,90,cw
2,533,proximity:,101,cw
2,534,proximity:,107,cw
2,534,look:,left,cw
2,534,proximity:,100,cw
2,535,look:,left,cw
2,535,proximity:,91,cw
2,535,proximity:,97,cw
2,535,proximity:,111,cw
2,536,look:,left,cw
2,536,proximity:,97,cw
2,536,proximity:,114,cw
2,541,proximity:,95,cw
2,541,novelty:,50.8996009827,cw
2,541,look:,left,cw
2,542,proximity:,102,cw
2,542,look:,left,cw
2,543,look:,left,cw
2,544,proximity:,116,cw
2,544,proximity:,122,cw
2,544,proximity:,114,cw
2,544,look:,left,cw
2,544,proximity:,128,cw
2,545,proximity:,136,cw
2,545,proximity:,109,cw
2,545,look:,left,cw
2,545,proximity:,99,cw
2,545,proximity:,92,cw
2,546,proximity:,104,cw
2,546,proximity:,98,cw
2,546,look:,left,cw
2,547,proximity:,116,cw
2,547,proximity:,124,cw
2,547,proximity:,118,cw
2,547,proximity:,132,cw
2,548,proximity:,120,cw
2,548,look:,left,cw
2,548,proximity:,131,cw
2,549,look:,left,cw
2,550,look:,left,cw
2,550,proximity:,125,cw
2,550,proximity:,132,cw
2,551,proximity:,120,cw
2,551,look:,left,cw
2,551,proximity:,111,cw
2,552,look:,left,cw
2,552,proximity:,103,cw
2,553,look:,left,cw
2,554,proximity:,111,cw
2,554,look:,left,cw
2,554,proximity:,120,cw
2,554,proximity:,114,cw
2,555,look:,left,cw
2,555,proximity:,120,cw
2,555,proximity:,128,cw
2,555,proximity:,134,cw
2,556,look:,left,cw
2,556,proximity:,120,cw
2,556,proximity:,144,cw
2,558,proximity:,120,cw
2,558,proximity:,134,cw
2,558,proximity:,115,cw
2,558,look:,left,cw
2,559,proximity:,105,cw
2,559,proximity:,86,cw
2,559,look:,left,cw
2,559,proximity:,98,cw
2,560,proximity:,120,cw
2,560,look:,left,cw
2,561,proximity:,114,cw
2,561,look:,left,cw
2,562,proximity:,103,cw
2,562,proximity:,109,cw
2,562,proximity:,115,cw
2,562,look:,left,cw
2,563,proximity:,121,cw
2,563,look:,left,cw
2,564,look:,left,cw
2,564,proximity:,127,cw
2,565,proximity:,121,cw
2,565,proximity:,130,cw
2,565,look:,left,cw
2,565,proximity:,121,cw
2,566,proximity:,137,cw
2,566,proximity:,110,cw
2,566,proximity:,120,cw
2,567,look:,left,cw
2,568,look:,left,cw
2,568,proximity:,126,cw
2,569,look:,left,cw
2,569,proximity:,132,cw
2,569,proximity:,121,cw
2,569,look:,left,cw
2,570,proximity:,114,cw
2,570,proximity:,102,cw
2,570,proximity:,95,cw
2,570,look:,left,cw
2,570,proximity:,106,cw
2,571,proximity:,82,cw
2,571,proximity:,95,cw
2,571,proximity:,88,cw
2,571,proximity:,95,cw
2,571,proximity:,81,cw
2,572,look:,left,cw
2,572,proximity:,95,cw
2,572,proximity:,112,cw
2,573,proximity:,101,cw
2,573,proximity:,89,cw
2,573,look:,left,cw
2,573,proximity:,79,cw
2,573,proximity:,73,cw
2,574,proximity:,67,cw
2,574,look:,left,cw
2,574,novelty:,29.8854103088,cw
2,574,movement:,-416,cw
2,575,movement:,-3568,cw
2,575,movement:,448,cw
2,575,look:,robot,cw
2,575,proximity:,74,cw
2,575,movement:,8048,cw
2,575,movement:,22080,cw
2,575,movement:,-816,cw
2,575,proximity:,84,cw
2,576,movement:,4448,cw
2,576,movement:,3728,cw
2,576,proximity:,78,cw
2,576,movement:,656,cw
2,576,proximity:,71,cw
2,576,look:,robot,cw
2,577,movement:,1168,cw
2,577,movement:,4160,cw
2,577,movement:,-2560,cw
2,578,movement:,592,cw
2,578,movement:,3568,cw
2,578,proximity:,65,cw
2,578,movement:,-1456,cw
2,578,look:,left,cw
2,578,movement:,15744,cw
2,578,movement:,28992,cw
2,578,movement:,21040,cw
2,578,movement:,13168,cw
2,579,movement:,12992,cw
2,579,movement:,-880,cw
2,579,movement:,7312,cw
2,579,movement:,22688,cw
2,579,proximity:,72,cw
2,579,movement:,5728,cw
2,579,look:,left,cw
2,580,proximity:,66,cw
2,580,look:,robot,cw
2,581,proximity:,58,cw
2,581,look:,robot,cw
2,582,proximity:,65,cw
2,582,movement:,-3664,cw
2,583,movement:,-1904,cw
2,585,proximity:,71,cw
2,586,look:,left,cw
2,587,look:,left,cw
2,588,proximity:,77,cw
2,588,look:,left,cw
2,590,look:,left,cw
2,591,look:,left,cw
2,591,proximity:,83,cw
2,592,look:,left,cw
2,593,look:,left,cw
2,594,look:,left,cw
2,595,look:,left,cw
2,595,proximity:,90,cw
2,595,movement:,-800,cw
2,595,proximity:,100,cw
2,595,movement:,4000,cw
2,595,proximity:,85,cw
2,595,movement:,-1584,cw
2,595,proximity:,79,cw
2,596,look:,left,cw
2,596,proximity:,90,cw
2,596,proximity:,83,cw
2,597,proximity:,98,cw
2,597,look:,left,cw
2,597,proximity:,91,cw
2,597,proximity:,82,cw
2,598,look:,left,cw
2,598,proximity:,73,cw
2,598,proximity:,79,cw
2,598,proximity:,87,cw
2,599,look:,left,cw
2,599,proximity:,96,cw
2,600,look:,left,cw
2,600,proximity:,86,cw
2,600,novelty:,24.4849967957,cw
2,600,look:,robot,cw
2,600,proximity:,79,cw
2,601,proximity:,86,cw
2,602,proximity:,108,cw
2,602,look:,left,cw
2,602,proximity:,97,cw
2,602,proximity:,86,cw
2,603,proximity:,80,cw
2,603,proximity:,74,cw
2,603,look:,robot,cw
2,603,proximity:,84,cw
2,603,look:,left,cw
2,604,proximity:,96,cw
2,604,look:,left,cw
2,605,look:,left,cw
2,605,proximity:,84,cw
2,606,proximity:,75,cw
2,606,proximity:,69,cw
2,606,look:,left,cw
2,606,proximity:,63,cw
2,606,proximity:,69,cw
2,607,proximity:,83,cw
2,609,movement:,448,cw
2,609,look:,left,cw
2,610,proximity:,97,cw
2,610,novelty:,21.7480278015,cw
2,610,movement:,13936,cw
2,610,movement:,13904,cw
2,610,proximity:,86,cw
2,610,movement:,5056,cw
2,610,movement:,20528,cw
2,610,movement:,-17008,cw
2,610,movement:,-1856,cw
2,611,look:,left,cw
2,611,movement:,6544,cw
2,611,movement:,11536,cw
2,611,proximity:,66,cw
2,611,movement:,18944,cw
2,611,movement:,11728,cw
2,611,movement:,-2064,cw
2,611,movement:,-736,cw
2,612,movement:,2768,cw
2,612,look:,left,cw
2,612,movement:,6704,cw
2,612,movement:,19904,cw
2,612,movement:,16800,cw
2,612,movement:,20080,cw
2,612,movement:,13680,cw
2,613,proximity:,96,cw
2,613,movement:,27920,cw
2,613,proximity:,108,cw
2,613,movement:,9328,cw
2,613,look:,left,cw
2,613,movement:,1664,cw
2,613,proximity:,100,cw
2,613,proximity:,94,cw
2,614,proximity:,100,cw
2,614,look:,left,cw
2,614,proximity:,109,cw
2,614,proximity:,103,cw
2,615,movement:,3712,cw
2,615,look:,left,cw
2,615,movement:,10912,cw
2,615,proximity:,96,cw
2,615,movement:,6160,cw
2,616,proximity:,89,cw
2,616,movement:,-848,cw
2,616,movement:,6336,cw
2,616,movement:,4096,cw
2,616,look:,left,cw
2,616,movement:,-1200,cw
2,616,movement:,2128,cw
2,617,proximity:,83,cw
2,617,movement:,5968,cw
2,617,movement:,5296,cw
2,617,movement:,-288,cw
2,617,movement:,1008,cw
2,617,proximity:,76,cw
2,618,movement:,24352,cw
2,618,proximity:,70,cw
2,618,novelty:,13.0497922897,cw
2,618,movement:,26416,cw
2,618,proximity:,76,cw
2,618,movement:,8384,cw
2,618,movement:,26480,cw
2,618,proximity:,69,cw
2,618,movement:,-5808,cw
2,618,proximity:,59,cw
2,619,movement:,-2608,cw
2,619,look:,robot,cw
2,620,look:,robot,cw
2,620,movement:,4752,cw
2,620,movement:,-1488,cw
2,620,proximity:,67,cw
2,620,movement:,4064,cw
2,620,movement:,-2880,cw
2,620,proximity:,75,cw
2,621,look:,robot,cw
2,621,proximity:,82,cw
2,621,movement:,3184,cw
2,621,movement:,-2192,cw
2,621,proximity:,91,cw
2,621,movement:,5664,cw
2,622,movement:,-2144,cw
2,623,proximity:,98,cw
2,624,proximity:,105,cw
2,625,proximity:,111,cw
2,626,movement:,-3744,cw
2,626,proximity:,141,cw
2,626,novelty:,8.850892067,cw
2,626,movement:,128,cw
2,626,movement:,11136,cw
2,626,proximity:,108,cw
2,626,movement:,-3536,cw
2,626,look:,left,cw
2,626,proximity:,102,cw
2,626,proximity:,115,cw
2,627,proximity:,108,cw
2,627,movement:,-2672,cw
2,627,proximity:,118,cw
2,627,movement:,-3440,cw
2,627,movement:,10096,cw
2,627,look:,left,cw
2,627,proximity:,102,cw
2,627,movement:,10656,cw
2,627,proximity:,89,cw
2,627,movement:,5312,cw
2,628,proximity:,123,cw
2,628,proximity:,104,cw
2,628,look:,left,cw
2,628,proximity:,110,cw
2,629,proximity:,116,cw
2,629,proximity:,126,cw
2,629,look:,left,cw
2,630,proximity:,112,cw
2,630,look:,left,cw
2,631,proximity:,122,cw
2,631,look:,left,cw
2,631,proximity:,110,cw
2,632,look:,left,cw
2,633,proximity:,103,cw
2,633,look:,left,cw
2,633,proximity:,95,cw
2,634,proximity:,85,cw
2,634,look:,left,cw
2,634,proximity:,75,cw
2,634,proximity:,84,cw
2,635,proximity:,78,cw
2,635,proximity:,93,cw
2,635,look:,left,cw
2,635,proximity:,86,cw
2,636,proximity:,108,cw
2,637,look:,left,cw
2,637,proximity:,83,cw
2,637,proximity:,105,cw
2,637,proximity:,93,cw
2,637,proximity:,81,cw
2,638,look:,left,cw
2,638,proximity:,89,cw
2,639,look:,left,cw
2,639,proximity:,96,cw
2,639,proximity:,89,cw
2,642,proximity:,81,cw
2,642,novelty:,18.863899231,cw
2,642,novelty:,2.936037302,cw
2,642,look:,left,cw
2,643,proximity:,87,cw
2,644,look:,left,cw
2,644,proximity:,93,cw
2,644,proximity:,85,cw
2,645,look:,left,cw
2,645,proximity:,93,cw
2,646,look:,left,cw
2,647,look:,left,cw
2,648,proximity:,104,cw
2,648,look:,left,cw
2,648,proximity:,91,cw
2,648,proximity:,99,cw
2,648,proximity:,88,cw
2,648,proximity:,95,cw
2,649,look:,left,cw
2,649,proximity:,103,cw
2,650,proximity:,110,cw
2,650,proximity:,119,cw
2,650,look:,left,cw
2,650,proximity:,106,cw
2,650,proximity:,87,cw
2,654,proximity:,105,cw
2,654,novelty:,51.213596344,cw
2,655,look:,left,cw
2,655,proximity:,99,cw
2,655,proximity:,106,cw
2,656,look:,left,cw
2,657,look:,left,cw
2,658,proximity:,121,cw
2,658,look:,left,cw
2,658,proximity:,99,cw
2,658,proximity:,108,cw
2,658,proximity:,102,cw
2,659,look:,left,cw
2,660,proximity:,112,cw
2,660,look:,left,cw
2,660,proximity:,93,cw
2,661,proximity:,104,cw
2,662,proximity:,130,cw
2,662,look:,left,cw
2,662,proximity:,116,cw
2,663,proximity:,129,cw
2,663,look:,left,cw
2,664,proximity:,80,cw
2,666,proximity:,117,cw
2,666,novelty:,10.4978113174,cw
2,666,proximity:,107,cw
2,666,proximity:,91,cw
2,668,look:,left,cw
2,668,novelty:,5.2381854057,cw
2,668,proximity:,134,cw
2,668,novelty:,4.2345910072,cw
2,669,proximity:,125,cw
2,669,proximity:,113,cw
2,669,proximity:,105,cw
2,669,look:,left,cw
2,670,proximity:,97,cw
2,670,proximity:,85,cw
2,670,look:,left,cw
2,671,proximity:,75,cw
